# ----------------------------------------
# gis portal
# Pages
# 20170901-20180308
# ----------------------------------------

Page,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/code,1,1,00:00:00,1,0.00%,100.00%,$0.00
/code-c-/arcgis-server-batch-stop-and-start-services,1,1,00:00:00,1,0.00%,100.00%,$0.00
/code-python/python-easy-gui,1,1,00:00:02,1,0.00%,0.00%,$0.00
/code-python/python10-zoom-to-feature-export-layout,1,1,00:00:00,1,0.00%,100.00%,$0.00
/code-visual-basic/vba-generate-elevation-profiles-from-polylinem-routes,1,1,00:00:00,1,0.00%,100.00%,$0.00
/code-visual-basic/vba-standardize-automate-common-metadata-elements,1,1,00:00:04,1,0.00%,0.00%,$0.00
/component/option,1,1,00:00:03,0,0.00%,0.00%,$0.00
"/component/option,com_dbquery",1,1,00:00:07,0,0.00%,0.00%,$0.00
"/component/option,com_dbquery/Itemid,87/task,ExecuteQuery/qid,2/previousTask,PrepareQuery/",1,1,00:00:24,1,0.00%,0.00%,$0.00
/content/view/155/143/,1,1,00:00:10,1,0.00%,0.00%,$0.00
/coordinating-a-statewide-recreational-trails-gis-datase,1,1,00:00:00,1,0.00%,100.00%,$0.00
/dada,1,1,00:00:09,1,0.00%,0.00%,$0.00
/dat,1,1,00:00:08,0,0.00%,0.00%,$0.00
/data.boundaries/citycountystate/,1,1,00:00:24,1,0.00%,0.00%,$0.00
/data.sgid-transportaion/roads-system/,1,1,00:00:12,0,0.00%,0.00%,$0.00
/data/ elevation terrain data,1,1,00:00:03,1,0.00%,0.00%,$0.00
/data//elevation,1,1,00:00:12,1,0.00%,0.00%,$0.00
/data/address-geocders-locators/,1,1,00:00:04,1,0.00%,0.00%,$0.00
/data/address/census-luca-2020/https://usgs.webex.com/meet/deldridge,1,1,00:00:00,1,0.00%,100.00%,$0.00
/data/addresses/,1,1,00:00:29,1,0.00%,0.00%,$0.00
/data/addresses/census-luca,1,1,00:00:00,0,0.00%,100.00%,$0.00
/data/addresses/census-luca2020,1,1,00:00:54,1,0.00%,0.00%,$0.00
/data/aerial-photography/2014-naip-1-meter-orthophotography-prelim/,1,1,00:00:28,1,0.00%,0.00%,$0.00
/data/aerial/photography/,1,1,00:00:45,0,0.00%,0.00%,$0.00
/data/ariel/photography/,1,1,00:00:17,1,0.00%,0.00%,$0.00
/data/bioscience-overview/dominant-vegetation/,1,1,00:00:00,0,0.00%,100.00%,$0.00
/data/boundaries/citycountstate/,1,1,00:02:42,1,0.00%,0.00%,$0.00
/data/boundaries/citycountysate/,1,1,00:00:04,1,0.00%,0.00%,$0.00
/data/boundaries/citycoutystate/,1,1,00:00:09,1,0.00%,0.00%,$0.00
/data/boundaries/countystate/,1,1,00:02:03,0,0.00%,0.00%,$0.00
/data/boundries/citycountystate/,1,1,00:00:06,1,0.00%,0.00%,$0.00
/data/broundaries,1,1,00:00:05,1,0.00%,0.00%,$0.00
/data/broundaries/,1,1,00:00:06,0,0.00%,0.00%,$0.00
/data/cadastral,1,1,00:00:04,1,0.00%,0.00%,$0.00
/data/cadastre/land-ownership/?sa=X&ved=0ahUKEwjS9ZD59_PXAhWF5SYKHVLmAZsQ9QEIDjAA,1,1,00:00:00,1,100.00%,100.00%,$0.00
/data/cadastre/parcels/https://gis.utah.gov/data/address/,1,1,00:00:00,1,0.00%,100.00%,$0.00
/data/cadastre/plss/https://gis.utah.gov/data/elevation-terrain-data/,1,1,00:00:06,0,0.00%,0.00%,$0.00
/data/climate/weather-stations/,1,1,00:00:00,1,0.00%,100.00%,$0.00
/data/demographic/2010-cencus-data/,1,1,00:00:16,1,0.00%,0.00%,$0.00
/data/elevatioin-terrain-data/10-3-meter-elevation-models-usgs-ned/,1,1,00:00:04,0,0.00%,0.00%,$0.00
/data/elevation,1,1,00:00:02,0,0.00%,0.00%,$0.00
/data/elevation and terrain/,1,1,00:01:13,0,0.00%,0.00%,$0.00
/data/elevation-and-terrain/1-meter-lidar/,1,1,00:00:02,0,0.00%,0.00%,$0.00
/data/elevation-and-terrain/2016-lidar-blbrcvuwv/fugro viewer,1,1,00:00:00,0,0.00%,100.00%,$0.00
/data/elevation-and-terrain/lidar,1,1,00:00:03,0,0.00%,0.00%,$0.00
/data/elevation-terrain-data-10-30-meter-elevation-models-usgs-ned/,1,1,00:01:11,1,0.00%,0.00%,$0.00
/data/elevation-terrain-data/),1,1,00:00:53,1,0.00%,0.00%,$0.00
"/data/elevation-terrain-data/),whichgivesusthealtitudeofeverygivenpointonthemap.Andwealsoobtainedthemapofriversfromthesamewebsite(https://gis.utah.gov/data/water/lakes-rivers-dams/).(PICTURE)Thenweusedtofilterouttheunusedsamplepoint.HereeverypixelinFigure",1,1,00:00:00,1,0.00%,100.00%,$0.00
/data/elevation-terrain-data/).we,1,1,00:00:00,1,100.00%,100.00%,$0.00
/data/elevation-terrain-data/10-30-meter-elevation,1,1,00:00:12,1,0.00%,0.00%,$0.00
/data/elevation-terrain-data/10-30-meter-elevation-models-usga-ned/,1,1,00:01:20,1,0.00%,0.00%,$0.00
/data/elevation-terrain-data/10-30-meter-elevation-models-usgs-med/,1,1,00:00:07,0,0.00%,0.00%,$0.00
/data/elevation-terrain-data/10-30-meter-elevation-models-usgs.ne,1,1,00:00:03,0,0.00%,0.00%,$0.00
/data/elevation-terrain-data/2015-lidar-rivers/+,1,1,00:00:06,1,0.00%,0.00%,$0.00
/data/elevation-terrain-data/elevation-terrain-data-5-meter-auto-correlated-elvation-models/,1,1,00:00:13,0,0.00%,0.00%,$0.00
/data/elevation-terrain-data/elevation-terrain-data/,1,1,00:00:21,0,0.00%,0.00%,$0.00
/data/elevation-terrain-data/elevation-terrain-data/5-meter-auto-correlated-elevation-models/,1,1,00:00:39,0,0.00%,0.00%,$0.00
/data/elevation-terrain-data/elevation-terrain-data/5-meter-auto-correlated-elvation-models/,1,1,00:00:14,0,0.00%,0.00%,$0.00
/data/elevation-terrain-date,1,1,00:00:05,0,0.00%,0.00%,$0.00
/data/elevation-terrian-data/10-30-meter-elevation-models-usgs-ned/,1,1,00:00:45,1,0.00%,0.00%,$0.00
/data/elevation‐terrain‐data,1,1,00:00:26,1,0.00%,0.00%,$0.00
/data/elevatoin-terrain-data/10-30-meter-elevatoin-models-usgs-ned,1,1,00:00:17,1,0.00%,0.00%,$0.00
/data/energy/oil-gas/ interactive maps,1,1,00:00:15,1,0.00%,0.00%,$0.00
/data/energy/oil-gas/?sa=X&sqi=2&ved=0ahUKEwiHlsv7r_3XAhVo8IMKHY9sDlYQ9QEIEjAA,1,1,00:00:00,1,100.00%,100.00%,$0.00
/data/energy/oil-gas/?sa=X&ved=0ahUKEwijjozd0pjXAhVo1oMKHb37A8oQ9QEIDjAA,1,1,00:00:00,1,100.00%,100.00%,$0.00
/data/energy/oil-gas/?sa=X&ved=0ahUKEwispPWS6r3ZAhVXz2MKHZorAQ4Q9QEIDjAA,1,1,00:00:00,1,100.00%,100.00%,$0.00
/data/energy/oil-gas/(2015）,1,1,00:02:08,1,0.00%,0.00%,$0.00
/data/environment/deq-land-related-contaminant-cleanup-sites.com,1,1,00:00:08,1,0.00%,0.00%,$0.00
/data/environment/deq-land-related-contaminant-cleanup-sites/),1,1,00:00:07,1,0.00%,0.00%,$0.00
/data/getpage.php?reportkey=e090a7b91a935ea9d77f78fd48da69e3&contenttype=text/html; charset=UTF-8,1,1,00:00:00,1,100.00%,100.00%,$0.00
/data/getpage.php?reportkey=f8528344339b59c0f54d81b685d8eb10&contenttype=text/html; charset=UTF-8,1,1,00:00:00,1,100.00%,100.00%,$0.00
/data/gis-data-sharing/metadata/,1,1,00:00:00,1,0.00%,100.00%,$0.00
/data/googleimagery.,1,1,00:00:10,0,0.00%,0.00%,$0.00
/data/index.phph,1,1,00:00:19,1,0.00%,0.00%,$0.00
/data/location/psap,1,1,00:00:07,0,0.00%,0.00%,$0.00
/data/recreation/ski-area/,1,1,00:00:21,0,0.00%,0.00%,$0.00
/data/sgid-tranportation/roads-system/,1,1,00:02:20,0,0.00%,0.00%,$0.00
/data/sgid-transportaion/roads-system/,1,1,00:00:10,0,0.00%,0.00%,$0.00
/data/sgid-transportation/raods-system/,1,1,00:00:29,0,0.00%,0.00%,$0.00
/data/sgid-transportation/road-system/,1,1,00:00:10,0,0.00%,0.00%,$0.00
/data/sgid-transportation/roads-systems/,1,1,00:00:27,1,0.00%,0.00%,$0.00
/data/sgid-transportation/roas-system/,1,1,00:00:10,1,0.00%,0.00%,$0.00
/data/sgid/transportation/roads-system/,1,1,00:00:09,0,0.00%,0.00%,$0.00
/data/sgrid-transportation/road-system/,1,1,00:00:17,0,0.00%,0.00%,$0.00
/data/society/school-libaries,1,1,00:00:02,0,0.00%,0.00%,$0.00
/data/society/schools/libraries,1,1,00:00:09,1,0.00%,0.00%,$0.00
/data/society/schools/library,1,1,00:00:04,0,0.00%,0.00%,$0.00
/data/ssgid-transportation/roads-system/,1,1,00:00:15,0,0.00%,0.00%,$0.00
/data/tdemographic/2010-census-data,1,1,00:00:10,0,0.00%,0.00%,$0.00
/data/transportation/create-network-analysis-dataset-instructions.html,1,1,00:00:04,0,0.00%,0.00%,$0.00
/data/transportation/roads-system/create-network-analysis-dataset-instructions.html,1,1,00:00:00,0,0.00%,100.00%,$0.00
/data/usgs-topographic-maps/1-to-24000/,1,1,00:00:00,1,0.00%,100.00%,$0.00
/data/utilities/broadband-service/,1,1,00:00:00,0,0.00%,100.00%,$0.00
/data/water-data-services-lakes-rivers-dams/,1,1,00:00:11,0,0.00%,0.00%,$0.00
/data/water-data-services/lakes-raivers-dams/,1,1,00:00:00,1,0.00%,100.00%,$0.00
/data/water-data-services/lakes-river-dams,1,1,00:00:09,0,0.00%,0.00%,$0.00
/data/water-data-services/lakes-rivers-streams,1,1,00:00:11,1,0.00%,0.00%,$0.00
/data/water-data-services/watershes,1,1,00:00:14,1,0.00%,0.00%,$0.00
/data/water-dataservices/lakes-river-dams/,1,1,00:00:08,0,0.00%,0.00%,$0.00
/data/water-dataservices/wetlands/,1,1,00:00:13,1,0.00%,0.00%,$0.00
/data/water/dam,1,1,00:00:06,0,0.00%,0.00%,$0.00
/data/water/dams,1,1,00:00:00,0,0.00%,100.00%,$0.00
/data/water/dat/services/lakes-rivers-dams/,1,1,00:00:36,1,0.00%,0.00%,$0.00
/data/water/lakes-rivers-dams/),1,1,00:00:41,1,0.00%,0.00%,$0.00
/data/water/wetalnds,1,1,00:00:08,0,0.00%,0.00%,$0.00
/data/weather-data-services-lakes-rivers-dams/,1,1,00:00:12,0,0.00%,0.00%,$0.00
/date,1,1,00:00:04,0,0.00%,0.00%,$0.00
/dem,1,1,00:00:04,0,0.00%,0.00%,$0.00
/demographic/2010-census-data/,1,1,00:00:25,0,0.00%,0.00%,$0.00
/developer//atlas/,1,1,00:00:04,0,0.00%,0.00%,$0.00
/developer/applications/locate/data/utilities/broadband-internet/,1,1,00:00:01,0,0.00%,0.00%,$0.00
/developer/plss,1,1,00:00:09,0,0.00%,0.00%,$0.00
/developer/widget,1,1,00:00:05,1,0.00%,0.00%,$0.00
/discov,1,1,00:00:05,0,0.00%,0.00%,$0.00
/discover/login/path/hello-lexicon-pedro-bandit/,1,1,00:01:07,0,0.00%,0.00%,$0.00
/discover/resources/login/path/hello-lexicon-pedro-bandit/,1,1,00:00:10,0,0.00%,0.00%,$0.00
/downloads.zipcodes.png,1,1,00:00:25,1,0.00%,0.00%,$0.00
/ds-syndicate,1,1,00:00:03,1,0.00%,0.00%,$0.00
/elevation-terrain-data/10-30-meter-elevation-models-usgs-ned/,1,1,00:00:27,0,0.00%,0.00%,$0.00
"/elevation-terrain-data/2-meter-lidar Utah AGRC OR http://viewer.nationalmap.gov/basic/?category=nedsrc&bbox=-112.2689860,40.3974000,-1",1,1,00:00:00,1,0.00%,100.00%,$0.00
/elevation-terrain-data/5-meter-auto-correlated-elevation-model-dem,1,1,00:00:00,1,0.00%,100.00%,$0.00
/end-of-year-updates-for-the-municipal-boundaries-are-available/,1,1,00:02:28,0,0.00%,0.00%,$0.00
/feedback-wanted-proposed-best-practices-for-tagging-utah-metadata/https://docs.google.com/document/d/1V7lnrMX6Ufok3lmSoxVaBJhwWnvlyPRb6v8kNzSjlQ4/edit,1,1,00:00:14,1,0.00%,0.00%,$0.00
"/fulltranslation?url=https://gis.utah.gov/data/location/address-data/&query={""Data"":""[{\""address&tabMode=1&mcv=29&pcl=157,227&sed=0&ml=0&sct=0",1,1,00:00:00,1,100.00%,100.00%,$0.00
"/fulltranslation?url=https://gis.utah.gov/give-it-a-try-one-page-gis-data-maturity-assessment/&query=spatial\x20data\x20maturity&tabMode=1&from=en&to=zh-CHS&tfr=englishwap&domainType=sogou&mcv=29&pcl=329,873&sed=0&ml=6&sct=6",1,1,00:00:00,1,100.00%,100.00%,$0.00
/gis-tips-and-tricks/utah-base-maps-the-basic-gis-layer-data-ingredients,1,1,00:00:00,1,0.00%,100.00%,$0.00
/gistopo,1,1,00:00:00,0,0.00%,100.00%,$0.00
/hedwig.cgi,1,1,00:00:00,1,0.00%,100.00%,$0.00
/home,1,1,00:00:00,0,0.00%,100.00%,$0.00
/Imagery/,1,1,00:00:05,1,0.00%,0.00%,$0.00
/Imagery/NAIP2016/q3128_se_NAIP2016_RGB.tif,1,1,00:00:57,1,0.00%,0.00%,$0.00
/images/sgidraster/DEM_Auto-correlation.do,1,1,00:00:14,1,0.00%,0.00%,$0.00
/images/utah refineries,1,1,00:00:00,0,0.00%,100.00%,$0.00
/index.html,1,1,00:00:30,1,0.00%,0.00%,$0.00
/index.php?option=com_comprofiler,1,1,00:00:00,1,0.00%,100.00%,$0.00
/index.php?searchword=address+network&option=com_search&Itemid=5,1,1,00:00:00,0,0.00%,100.00%,$0.00
/introducing-the-new-agrc-newsletter/,1,1,00:00:28,1,0.00%,0.00%,$0.00
/lidar-2013-2014-wasatch-front,1,1,00:00:05,0,0.00%,0.00%,$0.00
/luca-2020,1,1,00:00:18,0,0.00%,0.00%,$0.00
/maps,1,1,00:00:04,0,0.00%,0.00%,$0.00
/maps-on-the-hill-2018,1,1,00:00:44,0,0.00%,0.00%,$0.00
/mark-your-calendar-udot-agrc-regional-road-centerline-meetings/,1,1,00:00:04,0,0.00%,0.00%,$0.00
/msl/cadastre/,1,1,00:00:11,0,0.00%,0.00%,$0.00
/new-utah-geocoding-toolbox-for-arcgis-desktop-2/O:/Apps/ArcGIS/,1,1,00:00:08,0,0.00%,0.00%,$0.00
/new-utah-geocoding-toolbox-for-arcgis-desktop-2/O:/Apps/ArcGIS/Scripts/,1,1,00:00:05,0,0.00%,0.00%,$0.00
/new-utah-geocoding-toolbox-for-arcgis-desktop-2/O:/Apps/ArcGIS/Scripts/AGRC Geocode Tools,1,1,00:00:06,1,0.00%,0.00%,$0.00
/newest-updates-to-municipal-boundaries/,1,1,00:00:11,0,0.00%,0.00%,$0.00
/news-letter,1,1,00:00:03,1,0.00%,0.00%,$0.00
/newsletter,1,1,00:00:03,0,0.00%,0.00%,$0.00
/oilgasmining,1,1,00:00:00,0,0.00%,100.00%,$0.00
/oilgasmining/change,1,1,00:00:00,0,0.00%,100.00%,$0.00
/parcel,1,1,00:00:04,0,0.00%,0.00%,$0.00
/PLSS/TieSheets,1,1,00:00:02,1,0.00%,0.00%,$0.00
/project,1,1,00:00:00,1,0.00%,100.00%,$0.00
/recommende-resources-from-nsgic-org/,1,1,00:01:05,0,0.00%,0.00%,$0.00
/search?q=cache:https://gis.utah.gov/developer/&gws_rd=cr&dcr=0&ei=oHrxWeupO-TE6ASZ3obYAg,1,1,00:00:00,1,100.00%,100.00%,$0.00
/search?q=cache:U4xqE1cQfnEJ:https://gis.utah.gov/utah-ng911-gis-database/+&cd=2&hl=en&ct=clnk&gl=us,1,1,00:00:00,1,100.00%,100.00%,$0.00
/search?q=cache:ZqZb6XO82pgJ:https://gis.utah.gov/data/aerial-photography/imagery-problems/+&cd=1&hl=en&ct=clnk&gl=us,1,1,00:00:00,1,100.00%,100.00%,$0.00
/second-quarter-municipal-boundaries-updates/,1,1,00:00:10,0,0.00%,0.00%,$0.00
/section,1,1,00:00:11,0,0.00%,0.00%,$0.00
/servers,1,1,00:00:00,1,0.00%,100.00%,$0.00
/sgid_q24/index_name.htm,1,1,00:00:00,1,0.00%,100.00%,$0.00
/sgid-other-vector-/2010-census-utah-population-counts-municipalities-and-estimates-unincorporated-places,1,1,00:00:00,1,0.00%,100.00%,$0.00
/sgid-transportation/roads-system/,1,1,00:00:10,0,0.00%,0.00%,$0.00
/sgid-vector-download/,1,1,00:00:04,0,0.00%,0.00%,$0.00
/sgid-vector-download/utah-sgid-vector-gis-data-layer-download-index?fc=CensusTracts2000,1,1,00:00:00,1,0.00%,100.00%,$0.00
/sgid-vector-download/utah-sgid-vector-gis-data-layer-download-index?fc=GCDBControl&scale=U024,1,1,00:00:06,1,0.00%,0.00%,$0.00
/sgid-vector-download/utah-sgid-vector-gis-data-layer-download-index?fc=Parcels_Beaver,1,1,00:00:00,1,0.00%,100.00%,$0.00
/sgid-vector-download/utah-sgid-vector-gis-data-layer-download-index?fc=Roads,1,1,00:00:00,1,100.00%,100.00%,$0.00
/sgid-vector-download/utah-sgid-vector-gis-data-layer-download-index?fc=Streams,1,1,00:00:00,1,0.00%,100.00%,$0.00
/sgid-vector-download/utah-sgid-vector-gis-data-layer-download-index?fc=TribalLands,1,1,00:00:00,1,0.00%,100.00%,$0.00
/sgid-vector-download/utah-sgid-vector-gis-data-layer-download-index?fc=TribalLands&;scale=U100,1,1,00:00:07,1,0.00%,0.00%,$0.00
/sgid.html,1,1,00:00:08,1,0.00%,0.00%,$0.00
/sgid/statewide/index.htm,1,1,00:00:06,0,0.00%,0.00%,$0.00
/society/schools/library,1,1,00:00:20,0,0.00%,0.00%,$0.00
/statewide-lidar-plan-for-utha,1,1,00:00:06,0,0.00%,0.00%,$0.00
/stats,1,1,00:00:00,0,0.00%,100.00%,$0.00
/staying-in-the-zone-with-amd-butler/,1,1,00:00:00,1,100.00%,100.00%,$0.00
/submit-weblink/survey-resources-county,1,1,00:00:28,1,0.00%,0.00%,$0.00
/submit-weblink/utah-data-links,1,1,00:00:07,1,0.00%,0.00%,$0.00
/summarizing-utah-gis-data-needs-for-ng-9-1-1/,1,1,00:00:31,1,0.00%,0.00%,$0.00
/system.ini?loginuse=&loginpas=,1,1,00:00:00,1,0.00%,100.00%,$0.00
/tag/image-server/,1,1,00:20:49,1,0.00%,0.00%,$0.00
/Temp/Zach/CongressionalDistricts/,1,1,00:00:04,1,0.00%,0.00%,$0.00
/templater,1,1,00:00:19,0,0.00%,0.00%,$0.00
/terrain,1,1,00:00:02,1,0.00%,0.00%,$0.00
/third-quarter-municipal-boundaries-updates/,1,1,00:07:33,0,0.00%,0.00%,$0.00
"/translate_c?anno=2&depth=1&hl=it&rurl=translate.google.it&sl=en&sp=nmt4&tl=it&u=https://gis.utah.gov/data/address-geocoders-locators/&xid=17259,15700021,15700105,15700124,15700149,15700168,15700173,15700201&usg=ALkJrhhkeSYbgU2FcJn7ukdGnf0XzftQ5w",1,1,00:00:00,0,0.00%,100.00%,$0.00
/translate_c?depth=1&hl=el&prev=search&rurl=translate.google.gr&sl=en&sp=nmt4&u=https://gis.utah.gov/data/aerial-photography/&usg=ALkJrhg6LglqcPQnHw_pFuY8b8FMddrV5g,1,1,00:00:00,1,100.00%,100.00%,$0.00
"/translate_c?depth=1&hl=it&prev=search&rurl=translate.google.it&sl=en&sp=nmt4&u=https://gis.utah.gov/data/address-geocoders-locators/&xid=17259,15700021,15700105,15700124,15700149,15700168,15700173,15700201&usg=ALkJrhjzf65yx_NV9IMLyB0H6ftNO08KAg",1,1,00:09:11,1,0.00%,0.00%,$0.00
/translate_c?depth=1&hl=ja&rurl=translate.google.co.jp&sl=en&sp=nmt4&tl=ja&u=https://gis.utah.gov/data/elevation-and-terrain/2016-lidar-monroe-mtn/&usg=ALkJrhgaYqtSM2y4_QAkPuhBU-v6ZHoEiQ,1,1,00:00:40,0,0.00%,0.00%,$0.00
/translate_c?depth=1&hl=ko&prev=search&rurl=translate.google.co.kr&sl=en&sp=nmt4&u=https://gis.utah.gov/removing-the-esri-web-adaptor/&usg=ALkJrhhxvct7EGcnk8uP5OsytrkBuGJvFA,1,1,00:00:00,1,100.00%,100.00%,$0.00
/translate_c?depth=1&hl=nl&prev=search&rurl=translate.google.nl&sl=en&sp=nmt4&u=https://gis.utah.gov/my-favorite-sublime-text-3-plugins-configs/&usg=ALkJrhicMIZJ6AK_e9HS99oe_B3flczSiA,1,1,00:00:00,1,100.00%,100.00%,$0.00
/translate_c?depth=1&hl=pt-BR&prev=search&rurl=translate.google.com.br&sl=en&sp=nmt4&u=https://gis.utah.gov/google-imagery-wms-and-wmts-imagery-services/&usg=ALkJrhjWp4Zg8gS_WnwtF9k7XllAKFT6lg,1,1,00:00:00,1,100.00%,100.00%,$0.00
/turn-gps-network-updates/,1,1,00:00:23,0,0.00%,0.00%,$0.00
/ugic-conference/2010-swug-ugic-conference-payment,1,1,00:00:29,1,0.00%,0.00%,$0.00
/ugic-utah-job-postings/,1,1,00:00:00,1,0.00%,100.00%,$0.00
/ugic-utah-job-postings/gis-job-listings-jobs-utah-gov,1,1,00:00:00,1,0.00%,100.00%,$0.00
/ugic/,1,1,00:00:04,1,0.00%,0.00%,$0.00
/update-on-the-turn-gps-network-upgrade/,1,1,00:00:13,0,0.00%,0.00%,$0.00
/updates-to-municpal-boundaries-for-the-state-of-utah-2/,1,1,00:00:39,0,0.00%,0.00%,$0.00
/updates-to-municpal-boundaries-for-the-state-of-utah/,1,1,00:00:17,1,0.00%,0.00%,$0.00
/usgs-topographic-maps,1,1,00:00:06,1,0.00%,0.00%,$0.00
/utah-broadband-project-update/,1,1,00:00:00,1,100.00%,100.00%,$0.00
/utah-sgid-statewide-roads-data-layer-updates-08042016/,1,1,00:00:05,0,0.00%,0.00%,$0.00
/utah-sgid-statewide-roads-data-layer-updates-4-15-2016/,1,1,00:00:15,0,0.00%,0.00%,$0.00
/utah-sgid-statewide-roads-data-layer-updates-412015/,1,1,00:00:40,0,0.00%,0.00%,$0.00
/utah-sgid-statewide-roads-data-layer-updates-642014/,1,1,00:00:00,1,100.00%,100.00%,$0.00
/utah-sgid-statewide-roads-layer-updates-2132013/,1,1,00:00:03,0,0.00%,0.00%,$0.00
/utah-sgid-statewide-roads-layer-updates-672012-2/,1,1,00:00:01,0,0.00%,0.00%,$0.00
/utah-sgid-statewide-roads-layer-updates-812012/,1,1,00:00:00,0,0.00%,100.00%,$0.00
/UtahSGID_Vector/UTM12_NAD83/UTILITIES/UnpackagedData/ElectricalLines/_Statewide/,1,1,00:00:03,0,0.00%,0.00%,$0.00
/vb,1,1,00:00:17,1,0.00%,0.00%,$0.00
/water-data-services/lakes-rivers-dams,1,1,00:00:35,1,0.00%,0.00%,$0.00
/windows-scheduler-get-your-priorities-straight/,1,1,00:01:24,0,0.00%,0.00%,$0.00
/wp-admin/admin-ajax.php,1,1,00:00:00,1,0.00%,100.00%,$0.00
/wp-content/uploads/ArcMap_Catalog_window.jpg,1,1,00:00:00,0,0.00%,100.00%,$0.00
/wp-content/uploads/NAD83-CORS96-to-2011-comparison_email.pdf,1,1,00:00:00,1,0.00%,100.00%,$0.00
/yearly-update-for-tax-entities-and-areas-2016/,1,1,00:00:05,0,0.00%,0.00%,$0.00
,"255,487","159,836",00:01:27,"75,568",44.65%,29.58%,$0.00

Day Index,Pageviews
9/1/17,955
9/2/17,373
9/3/17,435
9/4/17,761
9/5/17,"1,531"
9/6/17,"1,939"
9/7/17,"2,214"
9/8/17,"1,438"
9/9/17,333
9/10/17,691
9/11/17,"1,890"
9/12/17,"1,566"
9/13/17,"1,722"
9/14/17,"1,827"
9/15/17,"1,084"
9/16/17,529
9/17/17,510
9/18/17,"2,187"
9/19/17,"2,591"
9/20/17,"2,120"
9/21/17,"2,074"
9/22/17,"1,468"
9/23/17,417
9/24/17,446
9/25/17,"1,789"
9/26/17,"2,279"
9/27/17,"2,597"
9/28/17,"1,682"
9/29/17,"1,195"
9/30/17,635
10/1/17,700
10/2/17,"1,843"
10/3/17,"2,167"
10/4/17,"1,635"
10/5/17,"1,509"
10/6/17,"1,663"
10/7/17,339
10/8/17,380
10/9/17,"1,566"
10/10/17,"1,649"
10/11/17,"1,961"
10/12/17,"1,427"
10/13/17,"1,304"
10/14/17,363
10/15/17,468
10/16/17,"2,088"
10/17/17,"2,431"
10/18/17,"2,247"
10/19/17,"1,917"
10/20/17,"1,369"
10/21/17,490
10/22/17,452
10/23/17,"1,902"
10/24/17,"1,996"
10/25/17,"2,748"
10/26/17,"2,776"
10/27/17,"1,594"
10/28/17,407
10/29/17,501
10/30/17,"2,461"
10/31/17,"2,236"
11/1/17,"2,358"
11/2/17,"2,059"
11/3/17,"1,581"
11/4/17,516
11/5/17,745
11/6/17,"2,216"
11/7/17,"2,339"
11/8/17,"2,044"
11/9/17,"1,911"
11/10/17,"1,281"
11/11/17,489
11/12/17,536
11/13/17,"1,859"
11/14/17,"2,118"
11/15/17,"1,863"
11/16/17,"2,027"
11/17/17,"1,548"
11/18/17,363
11/19/17,564
11/20/17,"1,740"
11/21/17,"1,706"
11/22/17,923
11/23/17,317
11/24/17,610
11/25/17,598
11/26/17,723
11/27/17,"2,075"
11/28/17,"1,865"
11/29/17,"2,337"
11/30/17,"2,442"
12/1/17,"1,716"
12/2/17,420
12/3/17,730
12/4/17,"1,876"
12/5/17,"2,284"
12/6/17,"2,575"
12/7/17,"1,813"
12/8/17,"1,609"
12/9/17,660
12/10/17,784
12/11/17,"1,804"
12/12/17,"1,827"
12/13/17,"1,702"
12/14/17,"1,571"
12/15/17,910
12/16/17,381
12/17/17,260
12/18/17,"1,507"
12/19/17,"1,079"
12/20/17,"1,095"
12/21/17,906
12/22/17,535
12/23/17,240
12/24/17,133
12/25/17,95
12/26/17,433
12/27/17,983
12/28/17,927
12/29/17,484
12/30/17,307
12/31/17,157
1/1/18,249
1/2/18,"1,037"
1/3/18,"1,211"
1/4/18,"1,194"
1/5/18,834
1/6/18,289
1/7/18,305
1/8/18,"1,331"
1/9/18,"1,814"
1/10/18,"1,547"
1/11/18,"1,795"
1/12/18,926
1/13/18,249
1/14/18,271
1/15/18,959
1/16/18,"2,272"
1/17/18,"1,662"
1/18/18,"1,974"
1/19/18,"1,293"
1/20/18,487
1/21/18,478
1/22/18,"1,373"
1/23/18,"2,652"
1/24/18,"1,866"
1/25/18,"1,657"
1/26/18,"1,496"
1/27/18,540
1/28/18,428
1/29/18,"1,868"
1/30/18,"2,305"
1/31/18,"1,521"
2/1/18,"1,685"
2/2/18,"1,382"
2/3/18,477
2/4/18,600
2/5/18,"2,036"
2/6/18,"2,293"
2/7/18,"1,681"
2/8/18,"2,102"
2/9/18,"1,522"
2/10/18,405
2/11/18,613
2/12/18,"2,490"
2/13/18,"1,701"
2/14/18,"1,587"
2/15/18,"1,518"
2/16/18,"1,654"
2/17/18,442
2/18/18,327
2/19/18,967
2/20/18,"2,432"
2/21/18,"2,351"
2/22/18,"1,534"
2/23/18,"2,167"
2/24/18,604
2/25/18,841
2/26/18,"2,807"
2/27/18,"2,709"
2/28/18,"2,426"
3/1/18,"2,282"
3/2/18,"1,447"
3/3/18,554
3/4/18,517
3/5/18,"1,701"
3/6/18,"1,218"
3/7/18,"1,718"
3/8/18,"1,391"
,"255,487"
